Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
50149271;;319238;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM011209;1PT7A5FCA532BK;06/07/2010 15:55:38;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC126957;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/11/2010;;;3710;F-00310654;SOLD TO CLIENT;;Bank Guarantee (BG);08/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
265533;;312465;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11800956;2PU97MHDG609UL;09/04/2010 15:25:37;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112355;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/11/2010;;;3710;F-00314270;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
50133383;;297081;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;5SM0 / BLEU ABYSSE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM012497;1PT7A5FCAL32BK;06/07/2010 13:25:50;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC129284;4PFX / NOIR;LE05;OL07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/11/2010;;;3710;F-00309905;SOLD TO CLIENT;;Bank Guarantee (BG);22/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
245262;;297280;Партнер B9;Partner B9  FRG long 16 HDi 90 hp / 2PB95BC3Y532A011 / 10;FRG. EMP.LONG H1 8;WPP0 / BLANC BANQUISE;1560 HDI DV6AUTED4 (  Diesel);MANUAL 5-SPEED;VF37E9HXCAJ616673;2PB95BC3Y532A011/10;18/02/2010 13:25:36;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;31/12/2010;RC106721;YLFZ / GRIS 4;GB23;LK07;PX26;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/08/2010;;;3710;F-00289682;SOLD TO CLIENT;;;30/04/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
213712;;270241;Боксер;FgTI 440 L4H2(120hp) / 2PU97MHDG604UL70/Ir22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11738215;2PU97MHDG604UL70/Ir22_base+el/10;07/12/2009 11:55:50;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;31/12/2010;RC099983;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/03/2010;;;3710;F-00276201;SOLD TO CLIENT;;;19/02/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
265539;;312468;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11800656;2PU97MHDG609UL;09/04/2010 13:25:36;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112358;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/11/2010;;;3710;F-00313794;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
50149680;;319682;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;9PM0 / GRIS SHARK;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM011928;1PT7A5FCA532BK;06/07/2010 18:55:42;SO (fixed);SOLD TO CLIENT;D737653;itsa-ap-batch;;RC127563;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/11/2010;;;3710;F-00311461;SOLD TO CLIENT;;Bank Guarantee (BG);22/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50149194;;319039;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM010533;1PT7A5FCAL32BK;08/06/2010 18:55:42;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC124145;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/11/2010;;;3710;F-00310078;SOLD TO CLIENT;;Bank Guarantee (BG);01/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50149275;;319242;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) / 1PT7A5NAY532BKC0/10;Hatchback 5 Doors;VGM0 / METAL.VERNIS B VAPOR GREY;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM004771;1PT7A5NAY532BKC0/10;05/05/2010 16:25:49;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC117703;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/11/2010;;;3710;F-00310658;SOLD TO CLIENT;;Bank Guarantee (BG);22/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50149197;;319042;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM005578;1PT7A5FAYL32BKC0/10;05/05/2010 15:25:39;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC117448;4PFX / NOIR;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/11/2010;;;3710;F-00310077;SOLD TO CLIENT;;Bank Guarantee (BG);02/07/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
216272;;273463;Боксер;FgTI 330 L1H1(120hp) / 2PU91DHDG609A070 / 10;FRG. EMP.COURT H1 12;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YABMFA11788317;2PU91DHDG609A070 / 10;02/03/2010 14:25:44;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC107320;VMFZ / GRIS 4;RK04;PE03;PX05;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/11/2010;;;3710;F-00281925;SOLD TO CLIENT;;;14/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50135407;;299129;308 T7;308 SKD 5D Premium Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;VGM0 / METAL.VERNIS B VAPOR GREY;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM010852;1PT7A5QCAL32BK;07/07/2010 12:55:43;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC129305;TTFQ / CRIOLLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/11/2010;;;3710;F-00306296;SOLD TO CLIENT;;Bank Guarantee (BG);01/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
265535;;312466;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11798895;2PU97MHDG609UL;09/04/2010 11:55:48;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112356;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/11/2010;;;3710;F-00313296;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
265531;;312464;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11799913;2PU97MHDG609UL;09/04/2010 11:25:43;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112354;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/11/2010;;;3710;F-00312736;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
50132379;;296060;Боксер;FgTl 330 L2H1(100hp) / 2PU93DHDE509A070 / 10;FRG. EMP.MOYEN H1 12;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE (  Diesel);MANUAL 5-SPEED;VF3YAAMFB11865174;2PU93DHDE509A070 / 10;06/07/2010 14:55:37;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC129414;VMFZ / GRIS 4;RK04;NO02;PE03;SE08;JO01;WM06;;;;;;;;;;;;;;;;;;;;;;;;;10/11/2010;;;3710;F-00309887;SOLD TO CLIENT;;Bank Guarantee (BG);22/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50147618;;316601;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;1NP0 / ROUGE ADEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAT074805;1PA7A5L1ZP32A070/10;08/07/2010 14:25:51;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC131057;4DFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/11/2010;;;3710;F-00307141;SOLD TO CLIENT;;Bank Guarantee (BG);17/09/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
261565;;307757;Боксер;FgTI 440 L4H3(120hp) / 2PU97PHDG609UL70 / 10;FOURGON TOLE;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11860120;2PU97PHDG609UL70 / 10;06/07/2010 15:55:46;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC127484;RYFY / GRIS 3;PR01;RE01;RK04;FX01;PE03;;;;;;;;;;;;;;;;;;;;;;;;;;03/11/2010;;;3710;F-00309434;SOLD TO CLIENT;3710_7453101232;Bank Guarantee (BG);22/10/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (Cancellable);2010;Diesel;;;;In Dealership;
265529;;312463;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11808418;2PU97MHDG609UL;09/04/2010 10:55:35;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112353;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00312113;SOLD TO CLIENT;;;02/07/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
265541;;312469;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11800720;2PU97MHDG609UL;09/04/2010 10:55:35;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112359;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00312114;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
265545;;312471;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11800711;2PU97MHDG609UL;09/04/2010 10:55:35;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112361;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00312111;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
50145342;;313785;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM005365;1PT7A5FAYL32BKC0/10;05/05/2010 16:55:34;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC118053;4PFX / NOIR;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00306301;SOLD TO CLIENT;;Bank Guarantee (BG);02/07/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50135373;;299088;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM010733;1PT7A5NCAL32BK;07/07/2010 16:25:36;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC129495;XWFX / NOIR;YQ01;RP02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00306614;SOLD TO CLIENT;;Bank Guarantee (BG);08/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50137460;;301607;Партнер M5;Partner VU 800 TOLE 1.4E (karsan) / 2PM5ZVTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GCKFWCAX510934;2PM5ZVTS1532A050/10;14/04/2010 16:25:36;Final Customer Order;SOLD TO CLIENT;D737653;itsa-ap-batch;31/08/2010;CH554128;N0FZ / GRIS 4;WD05;PX06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00291221;SOLD TO CLIENT;3710_7805963258;Bank Guarantee (BG);06/08/2010;3710-ООО "Леонар Авто";;Final Customer Order;;2010;Gasoline;;;;In Dealership;
50136564;;300306;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAT075898;1PA7A5L1ZP32A070/10;08/07/2010 12:55:40;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC130980;4DFX / NOIR;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00304190;SOLD TO CLIENT;;Bank Guarantee (BG);24/09/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50113633;111;270782;207 A7;207 5D ACTIVE 1.4 MT (75hp) / 1PA7A5LS3532A070/10;Hatchback 5 Doors;9HM0 / GRIS THORIUM;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;VF3WCKFT0AW054887;1PA7A5LS3532A070/10;10/03/2010 12:55:40;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108221;4DFX / NOIR;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2010;;;3710;F-00282409;SOLD TO CLIENT;;Bank Guarantee (BG);14/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50132551;;296240;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM011460;1PT7A5FCA532BK;06/07/2010 10:25:41;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC126808;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/10/2010;;;3710;F-00307019;SOLD TO CLIENT;;Bank Guarantee (BG);08/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50133477;;297175;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) e5;Hatchback 5 Doors;T8M0 / BLEU IPANEMA;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM012454;1PT7A5NCA532BK;06/07/2010 17:25:50;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC129267;XWFX / NOIR;WA60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/10/2010;;;3710;F-00309337;SOLD TO CLIENT;;Bank Guarantee (BG);22/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50127405;308;289266;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM010032;1PT7A5FCAL32BK;08/06/2010 17:25:50;SO (fixed);SOLD TO CLIENT;D678616;itsa-ap-batch;;RC122772;4PFX / NOIR;LE05;RE07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/10/2010;;;3710;F-00304536;SOLD TO CLIENT;;Bank Guarantee (BG);24/09/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50136532;;300274;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAW091340;1PA7A5L1ZP32A070/10;08/07/2010 17:25:49;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC130970;4DFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/10/2010;;;3710;F-00306295;SOLD TO CLIENT;;Bank Guarantee (BG);24/09/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50133340;;297038;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM011919;1PT7A5FCAL32BK;06/07/2010 17:25:49;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC129264;4PFX / NOIR;LE05;OL07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/10/2010;;;3710;F-00307754;SOLD TO CLIENT;;Bank Guarantee (BG);15/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50135376;;299091;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM011475;1PT7A5NCAL32BK;07/07/2010 15:25:42;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC129269;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/10/2010;;;3710;F-00307078;SOLD TO CLIENT;;Bank Guarantee (BG);08/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
265543;;312470;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11800005;2PU97MHDG609UL;09/04/2010 13:55:45;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112360;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/10/2010;;;3710;F-00310949;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
50107664;888;263184;4007 MP;4007 Premium Pack 2.2 HDi AT 7PL / 1PMPSUTJ1N00A020/10;S.U.V.;H4P0 / BLANC ANTARTIQUE;2178 HDI DW12MTED4 (  Diesel);4 X 4 AUTOMATIQUE 6;VF3VV4HNHAZ805650;1PMPSUTJ1N00A020/10;20/01/2010 09:56:00;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC102811;QOFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/10/2010;;;3710;F-00283467;SOLD TO CLIENT;;Bank Guarantee (BG);09/07/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
265523;;312460;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11803424;2PU97MHDG609UL;09/04/2010 09:56:02;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112348;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/10/2010;;;3710;F-00310209;SOLD TO CLIENT;;;18/06/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
50127408;308;289269;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM009313;1PT7A5FCAL32BK;08/06/2010 18:26:21;SO (fixed);SOLD TO CLIENT;D678616;itsa-ap-batch;;RC122775;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/10/2010;;;3710;F-00299599;SOLD TO CLIENT;;Bank Guarantee (BG);27/08/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
264246;;311978;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11798208;2PU97MHDG609UL;09/04/2010 17:28:18;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC112332;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/10/2010;;;3710;F-00309845;SOLD TO CLIENT;;;11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50127425;308;289286;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;VGM0 / METAL.VERNIS B VAPOR GREY;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM008394;1PT7A5NCAL32BK;08/06/2010 10:55:32;SO (fixed);SOLD TO CLIENT;D678616;itsa-ap-batch;;RC122780;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2010;;;3710;F-00302458;SOLD TO CLIENT;;Bank Guarantee (BG);10/09/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50136540;;300282;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAT071166;1PA7A5L1ZP32A070/10;08/07/2010 17:25:31;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC130974;4DFX / NOIR;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/10/2010;;;3710;F-00298863;SOLD TO CLIENT;;Bank Guarantee (BG);13/08/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50145343;;313786;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM006635;1PT7A5FAYL32BKC0/10;06/05/2010 10:55:31;SO (fixed);SOLD TO CLIENT;D737659;itsa-ap-batch;;RC119281;4PFX / NOIR;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/10/2010;;;3710;F-00306294;SOLD TO CLIENT;;Bank Guarantee (BG);16/07/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50132556;;296245;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;9PM0 / GRIS SHARK;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM011449;1PT7A5FCA532BK;06/07/2010 17:55:35;Final Customer Order;SOLD TO CLIENT;D737659;itsa-ap-batch;;RC126903;4PFX / NOIR;LE05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/10/2010;;;3710;F-00307020;SOLD TO CLIENT;3710_8604691584;Bank Guarantee (BG);08/10/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2010;Gasoline;;;;In Dealership;
